"lonely_obs","male","agea","mnactic","domicil","hhmmb","eduyrs","trust_other","health","netustm","aesfdrk","hlthhmp","hincfel"
"0",1,43,"PaidWork","town",4,16,2.1,2,150,2,0,2
"0",1,38,"PaidWork","village",4,12,1.8,1,30,1,0,2
"0",1,34,"PaidWork","town",3,12,2.4,2,180,2,0,2
"0",1,66,"Retired","town",2,18,1.1,2,120,1,0,1
"0",1,85,"Retired","village",2,12,2.1,3,0,2,1,2
"0",0,60,"Retired","village",2,11,2.6,1,150,1,1,1
"0",0,56,"PaidWork","bigcity",1,11,2.3,2,90,1,0,1
"0",0,28,"PaidWork","bigcity",3,12,2.1,2,120,2,0,2
"0",0,49,"PaidWork","village",1,15,2.1,3,120,4,0,2
"0",0,26,"PaidWork","town",1,18,2.2,1,420,2,0,3
"1",1,48,"PaidWork","town",4,13,2,2,150,2,0,2
"0",1,75,"Retired","suburb",1,14,1.4,2,60,1,0,1
"0",1,49,"PaidWork","town",4,12,2.2,3,180,2,1,2
"0",1,57,"PaidWork","suburb",2,10,1.6,2,150,2,1,2
"0",1,23,"PaidWork","town",1,11,1.9,1,240,1,0,2
"1",0,69,"Retired","town",1,12,1.7,3,60,3,1,2
"1",0,77,"Retired","bigcity",1,11,1,3,0,3,1,1
"0",1,34,"Unemployed","suburb",1,16,1.9,2,510,2,0,3
"0",0,42,"Housework","town",4,15,2,1,30,2,0,2
"1",1,79,"Retired","village",1,12,1.8,2,0,1,0,1
"0",1,42,"PaidWork","town",4,13,2.4,2,180,2,0,2
"0",1,73,"Retired","village",2,8,1.2,3,0,1,0,2
"1",0,32,"Unemployed","village",3,9,2.1,2,180,2,0,4
"0",1,80,"Retired","bigcity",2,9,1.8,2,60,3,0,1
"0",0,62,"Retired","bigcity",1,4,1.7,4,0,2,1,3
"0",1,68,"Retired","village",3,12,1.5,3,120,2,1,2
"0",1,49,"PaidWork","village",3,13,2.5,2,120,1,0,1
"0",0,60,"Retired","bigcity",2,9,2,1,60,2,0,1
"0",0,80,"Housework","village",1,9,1.8,1,0,1,0,2
"0",1,43,"PaidWork","suburb",2,20,2.2,1,360,1,0,1
"0",0,41,"PaidWork","town",4,14,2.4,1,60,1,0,2
"0",0,55,"PaidWork","town",2,12,2.4,1,90,2,0,1
"0",0,25,"Other","bigcity",1,19,2.4,1,180,1,0,2
"0",1,34,"PaidWork","town",4,15,2.1,2,300,2,0,1
"0",0,48,"PaidWork","town",2,18,2.3,2,90,1,0,2
"0",1,58,"PaidWork","village",3,13,1.9,2,120,1,0,1
"0",0,79,"Retired","suburb",1,11,2.2,3,0,2,1,2
"0",1,24,"PaidWork","bigcity",4,12,2.1,1,300,1,0,1
"0",0,62,"Retired","bigcity",2,9,0.8,2,90,4,0,4
"1",0,83,"Retired","bigcity",1,11,1.7,4,0,3,1,1
"1",1,65,"Retired","village",1,12,2.4,2,90,1,0,2
"0",0,51,"PaidWork","bigcity",1,11,2.2,2,120,1,0,2
"0",1,56,"Retired","bigcity",2,12,1.8,4,120,2,1,2
"0",1,58,"PaidWork","village",4,13,2.5,2,420,2,0,2
"0",0,74,"Retired","village",2,12,1.8,2,30,2,0,3
"0",1,31,"PaidWork","suburb",2,13,2.1,2,240,1,0,2
"0",0,69,"Retired","town",1,12,2.2,3,0,3,0,3
"0",0,19,"Education","village",6,11,2.7,1,600,1,0,1
"0",1,50,"PaidWork","town",2,12,2.4,2,90,2,0,2
"0",1,88,"Retired","town",1,9,2.1,2,0,2,0,1
"0",0,53,"PaidWork","town",2,16,2.2,2,60,2,0,1
"1",0,87,"Retired","bigcity",1,11,2.2,2,60,2,1,2
"0",0,53,"PaidWork","town",2,11,2.1,2,150,2,0,3
"0",1,77,"Retired","village",2,11,2,3,45,2,0,2
"1",1,74,"Retired","village",2,11,1.9,2,0,2,0,1
"0",0,53,"PaidWork","town",3,14,2.4,1,90,1,0,1
"0",0,90,"Retired","town",1,8,1,2,0,2,1,2
"0",0,75,"Retired","town",2,9,2.1,3,0,2,1,2
"1",0,61,"Retired","village",2,9,1,3,0,3,1,2
"0",1,49,"PaidWork","countryside",3,12,0.4,2,60,2,0,2
"0",1,26,"PaidWork","bigcity",3,18,2.5,1,480,1,0,1
"1",0,70,"Retired","village",1,11,1.7,2,0,3,0,2
"1",0,85,"PaidWork","town",1,9,0.5,3,0,2,1,2
"1",0,43,"Unemployed","village",2,12,1.7,2,60,2,0,3
"0",0,72,"Retired","village",2,12,1.5,1,60,1,0,1
"1",0,78,"Retired","village",1,8,2.1,3,0,3,0,2
"0",1,41,"PaidWork","village",5,11,2.2,3,180,1,0,2
"0",0,31,"PaidWork","village",4,12,2.4,1,180,1,0,1
"1",1,86,"Retired","suburb",1,18,2.1,2,0,2,1,1
"1",0,77,"Retired","village",1,8,1.6,2,0,1,0,2
"0",0,73,"Retired","village",2,14,2.1,2,0,2,0,2
"0",0,37,"PaidWork","bigcity",1,9,1.2,1,300,3,0,2
"0",1,63,"PaidWork","bigcity",2,11,2.3,1,660,2,0,2
"0",0,70,"Retired","bigcity",1,16,2.4,2,90,2,0,2
"1",1,47,"PaidWork","village",4,14,2,1,225,2,0,2
"1",1,37,"PaidWork","town",2,16,1.6,1,300,1,0,1
"0",1,63,"PaidWork","bigcity",2,21,2.5,1,360,1,0,1
"0",1,68,"Retired","countryside",2,12,1.7,2,120,1,0,1
"0",1,58,"Retired","bigcity",1,9,1.2,3,120,3,1,3
"0",0,51,"Housework","countryside",5,12,1.4,3,90,2,1,3
"0",0,76,"Retired","countryside",2,8,1.3,2,30,2,0,1
"0",0,58,"Retired","town",1,12,1.3,3,180,3,1,2
"0",0,29,"PaidWork","town",2,11,2.2,1,300,1,0,2
"0",0,64,"Retired","town",2,12,2.1,3,120,2,1,1
"0",0,30,"PaidWork","bigcity",2,20,2.2,1,240,1,0,3
"0",0,27,"PaidWork","village",2,12,2.7,1,540,2,0,2
"0",0,78,"Retired","village",1,8,2.3,4,0,2,1,2
"0",0,71,"Retired","village",2,10,2.1,2,0,1,0,2
"0",0,69,"Retired","village",2,14,2.4,2,30,1,0,1
"0",0,41,"PaidWork","bigcity",2,12,1.9,2,90,3,0,1
"0",1,83,"Retired","suburb",2,1,1.7,2,120,1,0,1
"0",1,49,"PaidWork","village",4,13,2.2,2,180,2,0,2
"1",0,87,"Retired","town",1,13,2.8,3,0,3,1,1
"0",1,48,"PaidWork","town",4,13,2.3,2,330,2,0,2
"1",1,57,"sickDisabled","town",1,10,1.6,4,180,2,1,4
"0",1,44,"PaidWork","village",4,11,1,1,180,2,0,1
"0",0,64,"Retired","town",1,12,1.1,3,30,2,1,2
"0",0,41,"PaidWork","village",3,12,2.4,1,90,1,0,1
"0",0,19,"Education","village",3,11,1.6,1,540,1,0,1
"0",1,52,"PaidWork","bigcity",1,4,2.2,1,50,1,0,2
"0",0,67,"Retired","bigcity",2,18,2.5,2,90,2,0,2
"0",0,71,"Retired","village",2,12,2.6,1,60,1,0,1
"0",0,59,"PaidWork","bigcity",3,9,1.5,2,300,1,0,2
"0",0,29,"PaidWork","town",2,12,1.6,2,300,2,0,2
"0",0,53,"Education","bigcity",3,14,1.3,3,120,2,1,2
"1",1,76,"Retired","town",2,12,1.8,2,0,2,1,2
"1",1,55,"PaidWork","town",1,11,1.5,1,240,1,0,1
"0",0,50,"PaidWork","town",4,12,2.2,2,90,1,0,2
"0",0,55,"PaidWork","village",2,15,2,2,45,2,0,1
"1",0,31,"PaidWork","town",2,4,2.3,2,390,3,0,2
"0",1,74,"Retired","countryside",2,12,2,2,30,1,0,2
"0",0,39,"PaidWork","town",4,13,2.2,2,210,2,0,2
"0",0,64,"PaidWork","bigcity",2,13,2.6,2,30,1,0,1
"0",1,43,"Unemployed","village",3,13,1.6,3,540,1,1,4
"0",0,65,"Retired","village",2,9,1.6,1,90,1,0,2
"0",1,22,"Education","town",2,14,2.3,2,120,2,1,2
"0",1,47,"PaidWork","village",5,12,2.4,2,180,1,0,2
"0",1,45,"PaidWork","village",2,12,1.5,3,240,2,1,2
"0",1,64,"Retired","village",2,11,0.7,1,10,1,0,2
"0",1,60,"PaidWork","bigcity",1,18,2.4,1,300,1,0,1
"0",1,32,"PaidWork","suburb",2,11,1.7,1,180,1,0,2
"0",0,68,"Retired","town",1,11,2,2,180,1,0,2
"0",0,40,"PaidWork","bigcity",2,17,0.8,1,60,1,0,1
"0",0,84,"Retired","village",1,10,1.7,2,0,2,0,2
"0",1,59,"Retired","town",2,12,2.1,2,240,1,0,1
"1",1,27,"PaidWork","bigcity",2,9,1.5,1,180,2,0,2
"0",0,72,"Retired","bigcity",1,19,2,2,120,1,0,2
"0",1,58,"PaidWork","village",2,12,1,3,120,2,1,2
"0",0,55,"PaidWork","village",2,12,1.8,2,45,2,0,2
"0",0,80,"Housework","village",2,8,2.1,2,0,1,0,2
"0",1,21,"PaidWork","bigcity",1,13,2.2,2,360,1,0,2
"0",1,67,"Retired","town",1,18,3,1,120,1,1,1
"0",0,37,"PaidWork","bigcity",1,11,1.7,2,180,2,0,1
"0",1,54,"PaidWork","bigcity",2,11,2,2,120,1,0,2
"0",1,30,"PaidWork","bigcity",2,20,1.4,1,360,2,0,1
"0",0,61,"Housework","village",3,11,2,2,180,1,0,2
"0",0,62,"Housework","village",2,9,0.7,3,0,3,1,2
"0",1,67,"PaidWork","bigcity",2,15,1.8,1,480,3,0,2
"0",0,88,"Retired","bigcity",2,13,2.4,2,0,2,0,1
"0",0,50,"PaidWork","village",4,19,1.9,1,90,1,1,1
"0",1,70,"Retired","village",2,20,1.6,2,60,1,0,2
"0",1,50,"PaidWork","village",6,12,2.2,1,120,1,0,1
"0",0,74,"Retired","town",2,10,2.2,2,120,1,0,1
"0",0,49,"PaidWork","town",2,9,1.9,2,120,2,0,2
"0",1,42,"PaidWork","bigcity",1,9,1.4,2,420,1,0,1
"0",0,54,"PaidWork","town",2,11,2.3,2,150,2,0,2
"0",0,81,"Retired","suburb",1,13,1.2,1,0,1,0,1
"0",0,49,"Education","bigcity",3,17,2.3,2,180,1,0,2
"0",0,40,"PaidWork","town",4,16,2.1,2,225,2,0,2
"0",0,54,"PaidWork","town",4,12,1.8,1,300,2,0,2
"0",1,18,"PaidWork","countryside",3,12,2.2,1,300,1,0,2
"0",0,38,"PaidWork","town",4,12,3,2,20,2,0,2
"0",0,65,"Retired","town",2,9,2.9,1,120,2,0,2
"0",0,54,"PaidWork","town",1,13,2.1,1,90,2,0,1
"1",0,56,"PaidWork","village",3,12,1.4,2,0,2,0,1
"0",0,48,"PaidWork","bigcity",1,20,1.9,1,0,2,0,1
"0",0,68,"Retired","town",2,12,1.5,2,15,2,0,1
"0",1,61,"Retired","village",2,16,1.5,2,30,2,0,2
"0",0,57,"PaidWork","village",2,12,1.7,2,15,2,0,2
"1",0,58,"Retired","village",1,12,1.9,1,15,2,0,2
"1",0,42,"PaidWork","bigcity",1,20,1.7,2,270,2,0,3
"1",0,72,"Retired","town",1,12,2.4,1,60,2,0,2
"0",0,20,"Unemployed","town",1,9,2.2,2,180,3,0,3
"1",1,61,"Retired","suburb",1,14,1.7,4,120,1,1,2
"1",0,29,"PaidWork","village",1,11,1.7,1,180,1,0,3
"0",1,58,"PaidWork","suburb",1,12,1.4,3,60,1,0,2
"1",1,31,"PaidWork","bigcity",5,14,0.9,1,180,1,0,1
"1",0,84,"Housework","town",1,9,2.4,3,0,1,1,2
"0",1,77,"Retired","town",1,17,1.5,1,120,1,0,1
"0",1,39,"PaidWork","suburb",3,12,2,2,180,2,0,1
"0",1,38,"PaidWork","bigcity",3,24,2.3,1,240,1,0,1
"1",1,57,"Retired","town",2,12,1.5,3,10,1,1,2
"0",0,71,"Retired","town",2,8,1.5,3,10,3,1,2
"1",0,77,"Retired","suburb",1,8,2.2,3,0,3,1,2
"0",0,44,"PaidWork","town",4,12,2.8,2,150,3,0,2
"0",0,52,"PaidWork","town",2,11,2.1,2,120,2,0,2
"0",0,52,"PaidWork","village",1,12,1.9,1,120,3,0,2
"0",0,35,"PaidWork","bigcity",1,16,0.1,1,300,1,0,3
"0",0,58,"PaidWork","town",1,20,2.6,1,60,1,0,1
"0",0,55,"PaidWork","village",1,13,1.1,2,180,1,1,3
"1",0,57,"Retired","village",1,10,1,3,150,2,1,2
"0",0,34,"PaidWork","village",4,17,1.9,1,60,1,0,1
"0",1,25,"PaidWork","bigcity",2,12,2.4,1,540,1,0,1
"0",0,51,"PaidWork","bigcity",2,17,0.6,2,600,1,0,3
"0",1,46,"PaidWork","town",1,12,1.9,2,120,2,0,1
"0",0,57,"PaidWork","bigcity",1,12,2.5,1,570,3,0,2
"0",1,28,"PaidWork","town",1,11,2,1,300,1,0,2
"1",0,61,"Retired","bigcity",2,13,2.1,4,180,2,1,2
"1",0,40,"PaidWork","bigcity",1,11,1.5,3,210,2,0,2
"0",1,82,"Retired","village",2,12,1.3,4,45,2,0,2
"0",0,58,"Retired","bigcity",1,9,1.2,3,0,3,1,3
"0",1,19,"Education","village",3,13,1.5,1,480,1,0,1
"0",0,39,"PaidWork","village",3,13,2.6,2,240,2,0,3
"0",1,76,"Retired","town",2,11,3,2,240,1,0,1
"0",0,68,"Retired","village",2,12,2.7,2,90,3,0,2
"1",0,82,"Retired","village",1,8,2,4,0,2,1,2
"0",0,47,"PaidWork","town",1,9,1.9,2,0,3,0,3
"0",0,28,"PaidWork","town",1,17,2.1,1,180,2,0,2
"0",1,61,"PaidWork","countryside",3,13,2.2,3,30,1,1,1
"0",0,43,"Other","bigcity",6,18,1.9,2,150,2,1,4
"0",0,66,"Retired","village",2,11,1.3,1,60,1,0,1
"0",0,72,"Retired","town",2,11,2.3,2,60,1,0,2
"0",0,72,"Retired","bigcity",2,15,2.2,2,120,1,0,2
"0",0,23,"Other","town",2,9,2,2,180,3,0,2
"0",1,37,"PaidWork","bigcity",2,9,1.5,2,180,3,0,2
"0",0,73,"Retired","town",2,12,2.4,2,0,1,0,2
"0",1,62,"Retired","village",2,12,1.8,2,90,1,0,1
"0",0,51,"PaidWork","village",5,18,2,3,90,2,0,1
"0",0,51,"PaidWork","bigcity",1,16,2.2,2,90,1,0,1
"0",1,57,"PaidWork","village",1,15,1.7,1,180,1,0,1
"1",0,62,"Retired","bigcity",1,12,1.7,3,30,2,1,2
"0",0,49,"PaidWork","village",2,12,2.4,1,420,1,0,1
"0",0,46,"Housework","bigcity",4,8,1.6,1,90,4,0,3
"0",0,51,"PaidWork","village",4,12,2.4,2,20,1,0,2
"0",1,71,"Retired","village",2,12,2.3,2,60,2,0,2
"0",0,74,"Retired","suburb",1,12,1.9,1,180,1,0,1
"0",0,47,"PaidWork","bigcity",1,19,2.4,2,180,2,0,1
"0",1,16,"Education","bigcity",2,10,2.5,1,120,1,0,2
"0",1,81,"Retired","village",1,12,1.8,3,0,2,1,2
"0",1,34,"PaidWork","bigcity",1,13,1.2,4,300,2,0,3
"0",1,68,"Retired","town",2,12,1.9,3,120,2,1,3
"0",0,79,"Retired","suburb",2,15,2.4,4,30,2,1,2
"0",1,26,"PaidWork","bigcity",1,11,1.6,1,300,1,0,2
"0",0,21,"PaidWork","bigcity",1,12,1.9,1,180,2,0,3
"0",0,65,"Retired","suburb",2,12,2.2,2,60,1,0,1
"0",0,29,"Education","bigcity",1,17,1.3,2,180,1,0,1
"0",0,62,"Retired","bigcity",2,15,2,2,120,1,0,1
"0",0,63,"Retired","suburb",2,18,2.2,2,60,1,0,2
"1",0,73,"Retired","suburb",1,8,2,2,0,2,1,2
"0",0,25,"PaidWork","bigcity",1,11,2.4,1,240,1,0,3
"0",0,80,"Retired","bigcity",1,20,2.3,3,30,1,1,2
"1",1,53,"PaidWork","village",1,9,1.9,3,120,2,0,2
"1",1,35,"PaidWork","village",4,12,1.5,1,135,1,0,2
"0",0,83,"Housework","village",2,9,2,3,0,1,1,2
"0",1,49,"PaidWork","bigcity",1,16,2,2,120,2,0,1
"0",0,48,"PaidWork","town",3,16,2,2,210,2,0,3
"0",0,58,"PaidWork","village",2,13,1.9,3,0,1,1,2
"0",0,42,"PaidWork","bigcity",3,13,1.9,3,210,2,0,3
"0",1,84,"Retired","suburb",1,12,1.8,1,90,1,0,2
"0",1,77,"Retired","town",2,12,1.3,2,0,2,1,1
"1",0,46,"PaidWork","village",2,14,1.7,2,225,2,0,1
"0",0,45,"Housework","village",4,13,1.6,1,60,1,0,2
"0",1,58,"PaidWork","village",2,12,1.9,2,30,2,0,2
"0",0,29,"PaidWork","bigcity",2,22,2.2,2,540,3,1,1
"0",0,65,"Retired","village",2,12,1.9,1,60,2,0,2
"0",0,24,"Education","town",1,18,2.5,1,480,1,0,1
"1",1,53,"PaidWork","town",1,12,2,1,120,2,0,1
"0",0,37,"PaidWork","bigcity",3,16,2,2,540,2,0,1
"0",1,51,"PaidWork","suburb",1,9,2.1,2,120,2,0,1
"0",0,54,"PaidWork","countryside",2,15,1.2,2,50,2,0,3
"1",0,63,"Retired","village",1,12,1.8,2,0,2,0,3
"0",0,33,"PaidWork","bigcity",1,14,1.5,1,300,2,0,2
"0",1,66,"Retired","village",2,9,2.4,2,120,1,0,2
"0",0,21,"PaidWork","village",2,12,2,2,240,1,0,2
"0",0,36,"PaidWork","town",3,12,2.4,2,480,2,0,2
"0",0,35,"PaidWork","town",1,11,2.6,1,420,1,0,1
"0",0,66,"Retired","town",1,11,2.3,2,120,1,0,2
"0",0,87,"Retired","village",1,10,1.7,2,0,2,0,1
"0",1,76,"Retired","bigcity",2,11,1.5,2,60,1,0,2
"0",0,82,"Retired","town",2,14,1.8,2,60,2,0,1
"0",0,33,"PaidWork","town",2,11,2.2,1,180,1,0,2
"0",1,61,"Retired","village",2,42,2,2,0,1,0,2
"0",0,82,"Housework","village",2,9,2,3,0,1,0,2
"0",0,27,"Unemployed","bigcity",2,12,2.1,2,390,2,1,2
"0",0,69,"Retired","bigcity",1,14,1.2,2,30,3,0,2
"0",1,67,"Retired","village",2,19,1.6,2,0,2,0,1
"0",1,67,"Retired","bigcity",1,12,2.3,3,0,1,0,2
"0",0,63,"Retired","suburb",1,12,2.4,2,120,2,0,2
"0",0,44,"Unemployed","suburb",1,12,2.2,3,120,2,1,3
"0",0,51,"PaidWork","suburb",2,13,0.7,1,210,2,0,1
"0",1,47,"PaidWork","village",4,15,1.5,2,240,2,0,2
"0",0,41,"PaidWork","village",4,12,2,1,30,2,0,2
"0",0,49,"PaidWork","town",2,11,1.9,1,120,1,0,2
"1",0,23,"Unemployed","suburb",2,12,0,2,420,2,0,2
"1",0,43,"sickDisabled","bigcity",1,11,2.3,2,60,2,1,2
"0",0,78,"Retired","bigcity",1,11,1.7,3,15,3,1,2
"0",1,29,"PaidWork","village",1,11,2.1,2,120,2,0,2
"0",1,69,"Retired","town",2,12,2,3,90,2,1,2
"0",0,46,"PaidWork","town",2,12,1.8,1,120,3,0,1
"0",0,54,"PaidWork","village",2,12,1.3,2,60,1,0,1
"0",0,81,"Retired","countryside",2,9,0.9,2,0,2,0,4
"0",1,35,"PaidWork","town",2,12,2.4,2,180,2,0,1
"0",0,67,"PaidWork","bigcity",3,32,1.7,1,120,1,0,2
"1",0,58,"Retired","town",1,9,1.3,3,0,3,1,3
"0",1,42,"PaidWork","town",4,24,2.5,1,480,1,0,1
"0",1,33,"PaidWork","town",3,12,2,2,600,1,1,3
"1",0,45,"PaidWork","village",1,14,1.7,3,120,2,0,2
"0",0,52,"PaidWork","town",2,11,1.4,1,120,1,0,1
"0",0,84,"Retired","village",2,8,1.9,4,0,2,1,2
"0",0,41,"PaidWork","village",4,13,2.3,2,240,2,0,2
"1",1,73,"Retired","village",1,12,1.6,2,240,1,0,4
"0",1,23,"PaidWork","village",2,13,1.3,2,480,2,0,2
"0",1,32,"PaidWork","town",1,11,1.9,1,240,1,0,2
"0",0,55,"Retired","village",1,10,1.1,3,0,3,0,2
"1",1,41,"PaidWork","village",1,16,0.8,1,180,2,0,2
"0",0,73,"Retired","village",2,11,1,3,600,3,1,2
"0",1,29,"PaidWork","bigcity",2,13,2.4,2,90,1,0,1
"1",1,16,"Education","village",3,10,2,1,180,1,0,2
"0",1,25,"Education","bigcity",1,19,2.1,1,360,2,0,2
"0",0,81,"Retired","bigcity",1,12,2.4,1,0,2,0,2
"0",1,49,"PaidWork","town",3,12,2.5,3,210,2,1,2
"1",0,78,"Retired","bigcity",1,12,1.8,3,150,3,1,3
"0",0,76,"Retired","town",2,13,2.1,2,120,1,0,2
"0",1,78,"Retired","suburb",4,12,2,1,0,1,0,2
"0",0,73,"Retired","bigcity",1,11,2.4,1,30,3,0,2
"0",0,34,"PaidWork","bigcity",2,14,1.6,1,90,1,0,2
"1",1,58,"PaidWork","town",2,15,2.4,2,60,1,0,2
"0",0,51,"PaidWork","village",1,11,2.2,2,180,1,0,1
"0",1,67,"Retired","village",2,13,2.1,3,120,2,1,2
"0",1,64,"Retired","town",2,12,1.8,2,60,1,0,1
"0",1,65,"Retired","suburb",2,19,0.8,1,270,1,0,1
"1",0,71,"Retired","village",2,15,1.8,2,60,2,1,1
"0",1,79,"Retired","town",2,11,1.3,3,60,1,1,1
"0",0,85,"Retired","bigcity",1,9,2.1,3,30,1,1,2
"0",0,27,"PaidWork","town",2,11,2.1,1,240,1,0,2
"1",0,55,"PaidWork","village",2,9,0.4,3,0,2,1,2
"1",0,18,"PaidWork","town",2,11,2.2,2,120,2,0,2
"0",1,46,"PaidWork","village",1,13,1.7,2,480,1,1,2
"1",0,67,"Retired","bigcity",1,9,1.5,3,0,3,1,3
"0",1,54,"Education","village",2,12,0.8,2,0,2,0,2
"0",0,39,"Housework","town",3,12,2.4,1,90,1,0,2
"0",0,53,"PaidWork","village",4,12,1.3,2,30,1,0,1
"0",0,19,"Education","town",2,13,2.7,2,240,2,0,2
"0",1,53,"PaidWork","bigcity",4,12,1.9,2,120,3,0,1
"1",0,24,"PaidWork","town",2,9,2.1,2,120,3,0,2
"0",1,28,"PaidWork","village",3,9,1.3,1,120,2,0,2
"0",1,68,"Retired","village",2,9,2.2,2,0,2,0,2
"0",1,33,"PaidWork","bigcity",1,12,1.5,2,300,2,0,2
"1",0,63,"Retired","bigcity",1,21,1.5,1,120,3,0,2
"1",0,68,"Retired","town",1,9,0.6,3,0,3,0,1
"1",0,64,"Retired","village",1,10,1.4,3,10,2,1,3
"0",1,71,"Retired","town",1,12,0.9,2,0,1,0,1
"0",1,69,"Retired","village",2,15,2.2,3,90,2,1,2
"0",0,75,"Retired","bigcity",1,12,1.6,2,2,2,0,3
"0",1,49,"PaidWork","village",1,16,2,1,360,2,0,1
"1",1,43,"PaidWork","town",3,13,2.2,1,180,2,0,1
"1",0,86,"Retired","bigcity",1,9,2.1,2,0,2,1,2
"0",0,62,"Retired","town",2,13,2,3,0,3,0,2
"0",1,69,"Retired","village",2,8,1.5,1,180,1,0,2
"0",0,58,"PaidWork","bigcity",2,18,2.3,2,480,1,0,1
"1",0,79,"Retired","town",1,12,1.2,2,60,3,1,1
"1",0,68,"Retired","bigcity",1,13,0.2,1,300,1,0,4
"0",1,77,"Retired","town",2,11,0.8,3,90,1,1,3
"0",0,36,"PaidWork","village",2,12,2.3,2,45,2,0,1
"0",1,62,"PaidWork","village",1,12,2.4,2,120,2,0,2
"0",1,78,"Retired","village",2,8,2.4,3,0,2,1,2
"0",0,29,"PaidWork","village",2,13,2,1,180,1,0,1
"0",1,49,"PaidWork","town",3,13,1.6,2,240,1,0,2
"0",0,68,"Retired","town",2,12,2.4,1,15,1,0,1
"0",0,54,"PaidWork","bigcity",2,17,0.8,1,210,3,0,2
"0",0,58,"PaidWork","bigcity",3,13,1.9,3,90,2,1,1
"0",0,58,"PaidWork","bigcity",1,12,2.4,1,180,1,0,3
"0",0,51,"PaidWork","village",1,17,1.9,2,30,2,1,2
"0",1,78,"Retired","town",2,13,2.2,3,105,2,1,2
"0",1,56,"PaidWork","village",2,40,0.9,2,60,2,0,2
"0",1,53,"PaidWork","village",2,15,2.3,3,180,1,1,2
"0",0,57,"PaidWork","town",1,12,0.9,2,0,3,0,3
"0",0,25,"Education","bigcity",1,18,1.8,2,180,2,1,1
"0",1,54,"PaidWork","village",1,12,2.2,2,60,2,0,2
"0",1,60,"PaidWork","village",2,12,2.1,2,20,2,0,2
"0",0,58,"Education","village",3,12,1.9,2,180,4,0,2
"0",0,45,"sickDisabled","bigcity",2,13,1.8,4,120,2,1,2
"0",1,59,"PaidWork","village",3,12,1.9,2,120,1,1,1
"0",0,87,"Retired","bigcity",1,12,2.2,2,60,1,0,2
"0",1,74,"Retired","village",1,9,1.5,2,0,2,0,2
"0",0,66,"Retired","village",3,9,0.3,3,180,3,1,3
"0",0,51,"Retired","village",2,12,2.1,2,60,2,0,2
"1",0,45,"PaidWork","suburb",2,12,1.5,3,390,2,1,2
"0",1,42,"PaidWork","bigcity",1,12,2.3,1,0,1,0,2
"0",1,68,"Retired","bigcity",2,13,2.2,2,90,2,1,1
"0",0,60,"Housework","village",2,14,1.4,1,0,1,0,1
"1",0,67,"Retired","town",1,12,1.8,2,60,2,0,2
"1",1,19,"PaidWork","bigcity",1,12,1.7,3,310,2,1,1
"0",0,69,"Retired","town",1,12,1.6,2,0,2,0,2
"0",1,46,"PaidWork","town",4,16,1.6,2,300,2,0,2
"0",1,78,"Retired","town",2,14,1.1,3,345,3,1,1
"0",1,56,"PaidWork","village",4,13,2.6,3,60,1,0,1
"0",0,75,"Retired","bigcity",1,8,0.4,3,0,3,1,2
"0",0,32,"Education","bigcity",1,24,1.2,2,240,4,0,2
"0",0,38,"PaidWork","village",4,12,2.4,2,300,2,0,2
"0",0,49,"PaidWork","bigcity",3,18,2,1,120,1,0,1
"0",1,57,"PaidWork","town",1,12,2.1,1,120,2,0,1
"0",0,42,"PaidWork","bigcity",5,26,2.4,1,60,2,0,2
"0",0,32,"Education","bigcity",2,13,2,2,240,2,0,1
"0",0,39,"PaidWork","village",4,11,2.3,2,210,2,0,2
"1",0,61,"Retired","town",1,12,2.2,2,120,2,0,2
"0",1,74,"Retired","bigcity",1,12,1.6,3,0,1,0,1
"0",1,80,"Retired","village",2,9,1.3,3,0,3,1,2
"1",0,70,"Retired","town",1,12,1.7,3,0,3,0,2
"0",0,39,"Housework","suburb",5,17,2.7,1,120,2,0,1
"0",0,68,"Retired","suburb",1,11,2.3,2,300,1,0,2
"0",1,67,"Retired","bigcity",2,12,1.1,2,120,2,1,2
"0",0,57,"PaidWork","village",2,12,1.9,2,40,2,0,1
"1",0,36,"PaidWork","suburb",1,13,2,2,180,2,0,3
"0",0,74,"Retired","suburb",1,13,1.7,3,120,1,1,1
"1",1,76,"Retired","bigcity",1,14,2,4,0,2,1,1
"0",0,83,"Retired","suburb",1,8,1.4,2,0,4,0,1
"1",0,59,"Unemployed","village",1,15,1.3,2,10,1,0,3
"0",1,75,"Retired","bigcity",2,12,2.1,2,90,2,0,1
"1",1,60,"Retired","town",1,12,1.9,5,240,2,1,4
"0",1,21,"PaidWork","town",1,9,3,2,180,2,0,2
"0",1,31,"PaidWork","town",1,12,1.8,1,180,2,0,1
"1",0,57,"PaidWork","village",3,8,1.5,2,60,2,0,2
"1",1,18,"Education","bigcity",3,12,1.8,2,300,2,1,1
"0",0,63,"Retired","village",1,11,1.4,2,0,3,0,2
"0",1,64,"Retired","village",2,13,1.5,1,150,1,0,2
"0",1,17,"Education","suburb",3,10,1.9,1,240,3,0,2
"0",1,17,"Education","village",4,11,2.7,1,600,1,0,1
"0",0,46,"PaidWork","village",1,17,2.5,2,60,2,0,1
"1",0,51,"Unemployed","village",1,11,2.1,2,180,2,1,3
"0",0,48,"PaidWork","town",4,12,2.2,2,90,1,0,2
"0",0,56,"PaidWork","suburb",3,14,1.5,2,30,2,1,2
